2.510770975	4.1
4.102947846	4.2
5.663922902	4.3
7.056213152	4.4
8.461043084	5.1
9.888934240	5.2
11.293446712	5.3
12.676666667	5.4
14.051700680	6.1
15.465646259	6.2
16.913083900	6.3
18.321292517	6.4
19.713741497	7.1
21.131541950	7.2
22.554081633	7.3
23.993650794	7.4
25.395963719	8.1
26.790000000	8.2
28.211564626	8.3
29.594444444	8.4
31.036258503	9.1
32.418707483	9.2
33.831224490	9.3
35.203605442	9.4
36.674489796	10.1
38.321950113	10.2
40.165532880	10.3
42.307936508	10.4
43.603582766	11.1
44.731405896	12.4
46.117891156	11.2
47.753083900	11.3
49.109478458	11.4
50.146235828	12.1
51.258140590	12.2
52.262857143	12.3
56.393582766	13.1
58.558344671	13.2
60.554013605	13.3
62.634489796	13.4
64.727981859	14.1
66.831995465	14.2
66.888684807	15.1
68.895736961	15.2
71.003492063	15.3
71.521587302	15.4
72.546916100	16.1
73.622471655	16.2
74.674625850	16.3
75.710090703	16.4
76.792789116	17.1
77.867233560	17.2
79.365759637	17.3
80.475827664	17.4
81.489070295	18.1
82.516281179	18.2
83.552993197	18.3
84.580952381	18.4
85.632448980	19.1
86.630340136	19.2
87.694965986	19.3
88.761269841	19.4
89.830068027	20.1
90.855941043	20.2
91.942925170	20.3
92.956122449	20.4
94.038095238	21.1
95.166712018	21.2
96.079546485	21.3
97.078276644	21.4
97.981088435	22.1
98.846507937	22.2
99.802063492	22.3
100.663356009	22.4
101.463900227	23.1
102.266167800	23.2
103.035827664	23.3
103.807392290	23.4
104.537392290	24.1
105.220090703	24.2
106.015759637	24.3
108.147891156	24.4
110.134421769	25.1
111.558752834	25.2
112.957777778	25.3
114.380975057	25.4
115.716031746	26.1
117.187573696	26.2
118.577641723	26.3
120.024693878	26.4
121.417687075	27.1
122.861723356	27.2
124.244512472	27.3
125.694648526	27.4
127.079274376	28.1
128.482562358	28.2
129.836122449	28.3
131.306643991	28.4
132.726371882	29.1
134.071746032	29.2
135.456643991	29.3
136.953038549	29.4
138.317823129	30.1
139.816553288	30.2
141.199365079	30.3
